Date,Close,High,Low,Open,Volume
2020-01-01,291.5809020996094,292.174860097161,288.6111423218101,291.03645822432964,829510
2020-01-02,293.16473388671875,295.2930553505417,291.13541044190123,291.5313723079688,1572279
2020-01-03,297.9164123535156,301.2326199213951,290.73949292519166,292.8183005916359,5147717
2020-01-06,285.294921875,297.9658842716729,282.17665008093525,297.9658842716729,4725262
2020-01-07,281.28570556640625,291.72937759865613,272.4259414685708,289.74953799557045,14775959
2020-01-08,280.1473388671875,283.2655805899719,276.2866572004088,279.15741894186175,2807790
2020-01-09,279.454345703125,286.4827822810297,278.66242195207434,286.08682040550434,2737162
2020-01-10,278.2664794921875,282.62212084678407,277.32604353848694,280.14732118963184,1984913
2020-01-13,281.0382385253906,282.67160023097307,278.3159589461011,280.5927927202079,1580164
2020-01-14,279.25634765625,282.9190323447875,277.72195402690426,282.1765925850899,2441388
2020-01-15,278.7118835449219,281.43416275990853,276.7320441158407,279.94928318809764,2832670
2020-01-16,284.89892578125,285.49288374373873,278.2169666756547,279.1574026337583,3793695
2020-01-17,287.6211853027344,289.0070971882731,283.11706230459765,285.5918618002672,2989855
2020-01-20,289.1060485839844,291.63036205220345,285.5918455836606,289.5515245518916,2567355
2020-01-21,291.67987060546875,292.9172703876148,287.1757474824395,288.6606272210147,1876487
2020-01-22,289.7000427246094,294.00620018342875,287.17575915045154,292.57080429383666,2043331
2020-01-23,291.3334045410156,293.8082042065355,288.3141610330641,291.03644066513596,2503937
2020-01-24,291.3829040527344,293.313229569095,279.60286427740647,285.09690717545124,8973074
2020-01-27,287.17578125,294.8971447145253,283.1171034453304,286.08686327168,4281963
2020-01-28,285.6908874511719,289.5515689957909,283.364569658274,287.1757672921759,2283893
2020-01-29,294.45166015625,300.83662481752225,286.0868256610705,286.13630956768725,7779268
2020-01-30,292.3728332519531,296.77795845113366,290.04651556634104,293.85771302447705,3150843
2020-01-31,291.3829040527344,295.6890612968547,287.670704740554,292.52130579981196,1949668
2020-02-03,295.4911193847656,303.9054393672464,285.096959406407,285.096959406407,6391361
2020-02-04,287.17578125,298.46086254813673,276.1876638505146,297.32246065669455,12882529
2020-02-05,292.27386474609375,295.34262262792606,285.1959431574859,288.56166493983517,5284304
2020-02-06,292.57080078125,297.96587606981905,290.88795515533457,292.52131687252995,2786408
2020-02-07,305.7862243652344,308.3600219224691,291.0364251852518,292.47182099888903,4270700
2020-02-10,306.627685546875,313.60660867872883,304.59836185887707,308.8055213861546,5937650
2020-02-11,302.7669372558594,309.7458588487068,299.6981802354059,307.8650175168001,4381088
2020-02-12,304.3508605957031,308.7559856665982,303.410424683176,303.410424683176,3311333
2020-02-13,303.9548645019531,306.62766006348613,302.32150286321854,304.8953004021105,1953998
2020-02-14,304.69732666015625,306.13272256863235,298.51032741665114,303.41044290149006,2119124
2020-02-17,300.0942077636719,308.36004486381046,299.25276981755763,305.9347290561795,3201093
2020-02-18,297.619384765625,301.33158405226584,292.075827788917,300.0447003835457,3625458
2020-02-19,303.0144348144531,306.0831920135643,299.94567761534194,299.94567761534194,2287640
2020-02-20,311.87420654296875,315.7844016568706,302.7174488146739,302.8659609457982,6990659
2020-02-24,311.082275390625,320.23903290013425,300.2426422548465,302.9154376118735,9992600
2020-02-25,300.78717041015625,312.51772737451995,292.62033116040357,311.824771354194,10227070
2020-02-26,295.738525390625,304.5983192394468,294.6496076233467,296.8769270614351,4964185
2020-02-27,295.88702392578125,298.95578136589904,289.5020593040388,293.0162625308149,6122061
2020-02-28,284.00799560546875,291.92735431296154,282.1271539544304,289.50206883476545,5345967
2020-03-02,279.8008117675781,293.01624649436536,275.34617288506246,287.17572600150214,4391067
2020-03-03,300.93560791015625,303.9053671987433,282.4240962606487,283.11705217863386,5949680
2020-03-04,300.8366394042969,303.90539701220956,294.4021603144618,302.76699521523005,4471521
2020-03-05,309.7953796386719,310.834783231101,300.9355863129131,300.9355863129131,4949625
2020-03-06,306.92462158203125,309.25093915156657,299.54973720578903,302.4204985807677,3440903
2020-03-09,297.9658508300781,306.1326889342248,295.49105140457914,301.9750138154049,3585552
2020-03-11,293.7091979980469,309.3499177557989,290.04648288783704,299.9456802560226,6484414
2020-03-12,271.782470703125,291.7293789656445,264.5560682019827,291.7293789656445,7953481
2020-03-13,285.096923828125,290.6899650765117,236.4918519529359,244.75768894619412,7126380
2020-03-16,265.49652099609375,284.75044432552806,263.66516319613294,267.2783646766218,4445076
2020-03-17,260.59637451171875,272.47541152649796,258.36905507144763,267.27833283253204,5279912
2020-03-18,249.85577392578125,267.2783700130691,246.73753231762026,267.2783700130691,5294708
2020-03-19,250.35072326660156,262.2792755490346,233.17562298398116,237.8777422572742,5393068
2020-03-20,271.7330017089844,274.15831745120755,250.9446846383517,255.59732006671405,5172336
2020-03-23,253.0235137939453,266.98138939502314,247.47995672139496,251.43963602893726,2795092
2020-03-24,268.2682800292969,271.38652152270146,251.48914155030513,254.40940209420404,3196614
2020-03-25,268.9117126464844,283.1170680835781,262.3782358025646,265.24902744410366,4207895
2020-03-26,279.65234375,281.7806652799117,267.87230416146,272.0299491992039,4741420
2020-03-27,274.9007263183594,288.2646429268005,269.2581716663696,281.1372086516506,3958414
2020-03-30,272.8218994140625,277.7714983504208,270.44609796660137,274.1087830535339,2550913
2020-03-31,267.82281494140625,279.0089278572049,265.3975293297641,275.19773022753,3739997
2020-04-01,275.5936584472656,282.820090907906,271.6339793597763,275.1482126758954,4724998
2020-04-03,288.01715087890625,292.86775140194464,275.098680574644,275.2966766000546,6293405
2020-04-07,315.0914611816406,316.7743369305662,294.30314532057224,296.97594087240583,9742198
2020-04-08,324.0997314453125,341.52232569676136,311.82473215791254,319.150132522171,14303626
2020-04-09,330.3857421875,339.4930166778493,326.9705067011301,330.63322214419475,6297479
2020-04-13,337.1171875,351.9165011073432,328.2574231086438,332.5635804300075,13175876
2020-04-15,333.4544982910156,349.4416973843125,326.8220233954898,349.4416973843125,8436350
2020-04-16,346.3729553222656,349.936672884438,335.6818328457054,336.5727546837593,9196306
2020-04-17,351.66900634765625,357.2620471342769,339.59197279304414,351.867002390173,10074247
2020-04-20,354.3418273925781,364.0925138847319,348.0558302143678,356.27215300134844,9125141
2020-04-21,353.4013671875,362.5086413950813,343.50216922706585,346.17496476036496,10212915
2020-04-22,356.965087890625,360.67728716109747,350.9265710353321,353.4013705489804,5087344
2020-04-23,344.1951599121094,361.8157219763593,341.0768880718435,356.8661224965186,7383940
2020-04-24,353.79736328125,356.3711610418773,335.58284331443446,342.5122825569154,11732990
2020-04-27,359.4893798828125,363.94401911360313,351.6195353677225,358.20249618901084,7966984
2020-04-28,348.4517822265625,362.2611760209441,344.888064775436,362.2611760209441,6311042
2020-04-29,348.60028076171875,362.31067718346713,347.16491505732154,362.31067718346713,8830644
2020-04-30,350.38214111328125,356.371144089695,343.7496660698517,356.371144089695,5869773
2020-05-04,354.3418273925781,362.3106702135659,345.63051446365495,348.45179211796506,9023354
2020-05-05,345.6800231933594,363.2015863865035,343.5021874425938,363.2015863865035,8533450
2020-05-06,349.6891784667969,351.9164980748656,341.86881788490206,347.4123749514199,6743672
2020-05-07,346.2244567871094,357.3610547538141,344.5910951273171,350.3821321119946,6104697
2020-05-08,355.62872314453125,357.3610829649987,345.68004025954417,351.4215635805389,5545552
2020-05-11,348.0558166503906,360.1328203942195,346.5214227950571,355.82669332172173,8182212
2020-05-12,339.98797607421875,353.2033815736575,334.2464229616582,350.4316181468735,7690803
2020-05-13,333.8504638671875,349.293219312672,330.7322224334733,349.293219312672,8732429
2020-05-14,331.7716369628906,340.03747388386387,329.6433152935274,333.8504747229493,8706127
2020-05-15,325.18865966796875,335.2363397618373,317.4672971844923,321.7239403107758,26971956
2020-05-18,328.4059143066406,333.4049975270996,321.72395523634725,325.68363468540997,11946046
2020-05-19,333.20703125,335.08787294388276,325.98059813882554,330.63323356944414,8104263
2020-05-20,343.35369873046875,346.22446019257615,330.63322288583396,332.5635786363653,7499785
2020-05-21,351.27301025390625,354.0942874301898,341.2748152798591,343.0071747482848,9872658
2020-05-22,346.7689208984375,353.252914220058,344.09615535597754,351.4215564052505,4965022
2020-05-26,354.68829345703125,357.3610893114883,347.65988622856696,348.946770034071,8874007
2020-05-27,347.3133850097656,359.6378690019301,343.799151420387,354.3913058870264,7296906
2020-05-28,341.9678039550781,351.22352983486303,339.0970123926256,351.22352983486303,6473058
2020-05-29,351.12457275390625,355.52969783340563,341.52233840181503,342.6607401544967,46798558
2020-06-01,381.61407470703125,385.96971569152794,353.846836997155,356.3711203489786,20553193
2020-06-02,378.8423156738281,392.0082367953466,377.3574359889973,385.0787982661359,11915276
2020-06-03,378.64434814453125,386.0687471277573,377.50594634242793,383.0989875344669,4094182
2020-06-04,389.68194580078125,391.7607835431912,378.14938550473545,378.64434543340656,7533701
2020-06-05,385.67279052734375,396.46291115601537,384.68287064930126,392.9981915828667,5323472
2020-06-08,377.4069519042969,389.92943226647424,374.536190312131,389.03851042200307,5660808
2020-06-09,377.8028869628906,386.0687233640871,374.18968572211514,379.13928473960345,5427669
2020-06-10,386.0192565917969,389.5334599662135,378.6443416444134,380.12922141556794,5870538
2020-06-11,383.04949951171875,389.9294243696517,380.62418378592724,386.0192590731174,3728200
2020-06-12,380.921142578125,392.25573683695444,377.3574553199371,382.10905847082506,7259046
2020-06-15,383.6434631347656,390.32542277281635,377.45646346990384,386.06877908737516,5516081
2020-06-16,381.2181701660156,389.0385315521719,374.239216550364,385.96977373457776,4888303
2020-06-17,392.10723876953125,395.76992390306833,379.1392833492753,381.02012492703267,5772303
2020-06-18,389.8799133300781,400.52155101789566,387.25663194204884,391.9587509203868,7878288
2020-06-19,377.4069519042969,393.2456698858542,376.26855009136386,389.8799483567647,6460476
2020-06-22,383.6434631347656,387.60314292027715,379.13933946273,381.9606173518988,3952487
2020-06-23,392.50323486328125,394.6810706968209,384.0889158309032,387.0586754893896,5777685
2020-06-24,385.9697265625,399.6306380199477,383.69292309123625,394.9780028448113,4999774
2020-06-25,400.224609375,402.30344723758,384.53440289709755,385.0788467661254,6439347
2020-06-26,397.749755859375,406.31258613164414,395.2749564072635,401.907431022904,6825050
2020-06-29,393.7406311035156,404.2337878424204,390.6223895327451,397.5518286722161,4003881
